portal,published_date,author,headline,url_link,sentiment_label,sentiment_score
Maktoobmedia,03-08-2024,Maktoob Staff,“Not a single piece of evidence…”: Delhi court acquits six Muslim men four years after arrest in 2020 pogrom cases,https://maktoobmedia.com/india/not-a-single-piece-of-evidence-delhi-court-acquits-six-muslim-men-four-years-after-arrest-in-2020-pogrom-cases/,Negative,0.796843052
The Wire,03-08-2024,Sonam Wangmo Dukpa,Ensuring That the Sacred Is Still Alive in Bhutan,https://thewire.in/culture/ensuring-that-the-sacred-is-still-alive-in-bhutan,Neutral,0.714664519
The Wire,03-08-2024,The Wire Staff,US ‘Continues to Expect Accountability From India’ For Pannun Plot: State Department,https://thewire.in/diplomacy/us-continues-to-expect-accountability-india-pannun-plot,Neutral,0.958446801
NationalHerald,03-08-2024,PTI,Nitish Kumar lays foundation stone for Adani Group's cement unit,https://www.nationalheraldindia.com/national/nitish-kumar-lays-foundation-stone-for-adani-groups-cement-unit,Neutral,0.964974582
NationalHerald,03-08-2024,PTI,End of an era: Bharatanatyam legend Yamini Krishnamurthy dies at 84,https://www.nationalheraldindia.com/art-and-culture/end-of-an-era-bharatanatyam-legend-yamini-krishnamurthy-dies-at-84,Neutral,0.635788798
NationalHerald,03-08-2024,PTI,ISIS commander among 3 arrested in Pakistan's Punjab province: Police,https://www.nationalheraldindia.com/national/isis-commander-among-3-arrested-in-pakistans-punjab-province-police,Negative,0.742011309
NationalHerald,03-08-2024,PTI,"Nothing coming out of Khelo India, say Raninder Singh, Jaspal Rana",https://www.nationalheraldindia.com/sports/nothing-coming-out-of-khelo-india-say-raninder-singh-jaspal-rana,Neutral,0.948962033
NationalHerald,03-08-2024,PTI,Uddhav Thackeray accuses BJP of indulging in 'power jihad'; hits out at Shah,https://www.nationalheraldindia.com/national/uddhav-thackeray-accuses-bjp-of-indulging-in-power-jihad-hits-out-at-amit-shah,Negative,0.721436501
NationalHerald,03-08-2024,NH Digital,Rahul Gandhi lauds Karnataka govt's announcement on construction of 100 houses,https://www.nationalheraldindia.com/national/rahul-gandhi-lauds-karnataka-govts-announcement-on-construction-of-100-houses,Positive,0.952869654
NationalHerald,03-08-2024,IANS,"Somalia: 38 killed, 63 wounded in terrorist attack in capital",https://www.nationalheraldindia.com/international/somalia-38-killed-63-wounded-in-terrorist-attack-in-capital,Negative,0.974406123
NationalHerald,03-08-2024,Herald View,What ails our railways,https://www.nationalheraldindia.com/opinion/what-ails-indian-railways,Negative,0.933087528
NationalHerald,03-08-2024,PTI,Paris Olympics: Deepika Kumari loses in individual archery quarterfinals,https://www.nationalheraldindia.com/national/paris-olympics-deepika-kumari-loses-in-individual-archery-quarterfinals,Neutral,0.712691665
NationalHerald,03-08-2024,PTI,Gyanvapi: Varanasi court to hear Hindu side's plea on Vyasji's basement on 17 August,https://www.nationalheraldindia.com/national/gyanvapi-varanasi-court-to-hear-hindu-sides-plea-on-vyasjis-basement-on-17-august,Neutral,0.978477478
NationalHerald,03-08-2024,PTI,Himachal cloudbursts: Rescuers spot victim under boulder in Mandi,https://www.nationalheraldindia.com/national/himachal-cloudbursts-rescuers-spot-victim-under-boulder-in-mandi-hunt-for-45-missing-continues,Neutral,0.943161666
NationalHerald,03-08-2024,Ashlin Mathew,"SC agrees to reopen Mullaperiyar case, re-examine 1886 lease deed between Kerala, TN",https://www.nationalheraldindia.com/national/sc-agrees-to-reopen-mullaperiyar-case-re-examine-1886-lease-deed-between-kerala-tn,Neutral,0.926705718
NationalHerald,03-08-2024,Gautam Bhattacharyya,"Paris Olympics: Manu leaves range with head high, and a soaring brand value",https://www.nationalheraldindia.com/national/paris-olympics-manu-bhaker-leaves-range-with-head-high-and-a-soaring-brand-value,Positive,0.893771648
NationalHerald,03-08-2024,PTI,Deepika reaches individual archery quarterfinals; Bhajan Kaur eliminated,https://www.nationalheraldindia.com/sports/deepika-kumari-reaches-individual-archery-quarterfinals-bhajan-kaur-eliminated,Neutral,0.878432512
NationalHerald,03-08-2024,PTI,Economic travesty: Congress on over 2.1 lakh Indians giving up citizenship in 2023,https://www.nationalheraldindia.com/national/congress-slams-record-216-lakh-indians-renouncing-citizenship-in-2023-as-economic-travesty,Neutral,0.671653152
NationalHerald,03-08-2024,NH Digital,Kuki MLAs to PM: CRPF in place of Assam Rifles may cause rise in violence,https://www.nationalheraldindia.com/national/kuki-zo-mlas-to-pm-modi-replacing-assam-rifles-with-crpf-could-result-in-an-escalation-of-violence,Negative,0.951272666
The Print,03-08-2024,Shekhar Gupta,Coaching centres are a sign of broken-window economics. See how China crushed it all overnight,https://theprint.in/national-interest/coaching-centres-are-a-sign-of-broken-window-economics-see-how-china-crushed-it-all-overnight/2205441/,Negative,0.951031864
The Print,03-08-2024,Nootan Sharma,"Delhi’s NEET, CA coaching hubs just like UPSC areas—basement library, tiny room, narrow street",https://theprint.in/ground-reports/delhis-neet-ca-coaching-hubs-just-like-upsc-areas-basement-library-tiny-room-narrow-street/2205887/,Neutral,0.928117394
The Print,03-08-2024,PTI,"Congress poses questions over LS polls voting turnout percentages, urges EC to address concerns",https://theprint.in/india/cong-poses-questions-over-ls-polls-conduct-urges-ec-to-address-concerns/2206606/,Neutral,0.926490605
The Print,03-08-2024,ANI,CPI(M) MLAs to donate month’s salary to CM Distress Relief Fund for victims of Wayanad landslides,https://theprint.in/india/cpim-mlas-to-donate-months-salary-to-cm-distress-relief-fund-for-victims-of-wayanad-landslides/2206187/,Neutral,0.944111049
The Print,03-08-2024,ANI,"Manu Bhaker misses hattrick by narrow margin, finishes 4th in 25m pistol shooting at Paris Olympics",https://theprint.in/sport/manu-bhaker-misses-hattrick-by-narrow-margin-finishes-4th-in-25m-pistol-shooting-at-paris-olympics/2206184/,Neutral,0.778735399
The Print,03-08-2024,Sana Hashmi,"Chinese exams plagued by corruption, cheating, paper leaks. It’s no different from India",https://theprint.in/opinion/eye-on-china/chinese-exams-plagued-by-corruption-cheating-paper-leaks-its-no-different-from-india/2205829/,Negative,0.976725876
The Print,03-08-2024,Deep Halder,"Muslim invaders, Rajputs, Bhils—Abanindranath Tagore’s stories were written for Hindu unity",https://theprint.in/feature/muslim-invaders-rajputs-bhils-abanindranath-tagores-stories-were-written-for-hindu-unity/2205982/,Neutral,0.945605814
The Print,03-08-2024,Manasi Phadke,"Multiple parties, trust deficit: Why ‘meet and greets’ are making waves in Maharashtra politics",https://theprint.in/politics/multiple-parties-trust-deficit-why-meet-and-greets-are-making-waves-in-maharashtra-politics/2204477/,Neutral,0.794287324
The Print,03-08-2024,Aneesa PA,Wayanad landslides—those who heeded warnings and relocated are among the few who survived,https://theprint.in/opinion/wayanad-landslides-those-who-heeded-warnings-and-relocated-are-among-the-few-who-survived/2205751/,Neutral,0.895964921
The Print,03-08-2024,Heena Fatima,"Haniyeh killing a ‘cowardly act’, but void left in Palestinian resistance not unfillable — Urdu press",https://theprint.in/urduscope/haniyeh-killing-a-cowardly-act-but-void-left-in-palestinian-resistance-not-unfillable-urdu-press/2204453/,Negative,0.948116302
The Print,03-08-2024,Triya Gulati,WhatsApp overplayed its privacy campaign—latest ad feels like a drag,https://theprint.in/feature/vigyapanti/whatsapp-overplayed-its-privacy-campaign-latest-ad-feels-like-a-drag/2205932/,Negative,0.963665187
The Print,03-08-2024,Mayank Kumar,"SC rebukes NTA over lapses in planning, conduct of NEET-UG 2024 — ‘precisely the reason why it exists’",https://theprint.in/india/sc-rebukes-nta-over-lapses-in-planning-conduct-of-neet-ug-2024-precisely-the-reason-why-it-exists/2205826/,Negative,0.540476859
The Print,03-08-2024,Samaah Noor Sheikh,West is shocked rapper Hanumankind is Indian. Get over it—we do more than Bollywood music,https://theprint.in/opinion/pov/west-is-shocked-rapper-hanumankind-is-indian-get-over-it-we-do-more-than-bollywood-music/2205312/,Negative,0.599196017
The Print,03-08-2024,Keshav Padmanabhan,"14-yr-old who sent hoax bomb threat to school was ‘hoping for a holiday’, apprehended by Delhi Police",https://theprint.in/india/14-yr-old-who-sent-hoax-bomb-threat-to-school-was-hoping-for-a-holiday-apprehended-by-delhi-police/2206396/,Negative,0.933455527
The Print,03-08-2024,Mayank Kumar,"ED raids man posing as agency official after he is accused of cheating an ex-NIA officer of Rs 5,000",https://theprint.in/india/ed-raids-man-posing-as-agency-official-after-he-is-accused-of-cheating-an-ex-nia-officer-of-rs-5000/2205990/,Negative,0.665875852
The Print,03-08-2024,Akanksha Mishra,"Only 2.56% of 10,000 MW decentralised solar power target achieved under PM-KUSUM in 5 years",https://theprint.in/india/governance/only-2-56-of-10000-mw-decentralised-solar-power-target-achieved-under-pm-kusum-in-5-years/2206096/,Neutral,0.88976419
The Print,03-08-2024,Iram Siddique,Madhya Pradesh govt order on appraisal criteria pits IAS against IFS. ‘Will affect morale’,https://theprint.in/india/governance/madhya-pradesh-govt-order-on-appraisal-criteria-pits-ias-against-ifs-will-affect-morale/2205671/,Neutral,0.656576693
The Print,03-08-2024,By: Kapil Joshi,How Transitioning to a Bill Payment App Can Make Your Life Easier,https://theprint.in/brandstand/adon/how-transitioning-to-a-bill-payment-app-can-make-your-life-easier/2206075/,Positive,0.757413626
The Print,03-08-2024,TCA Sharad Raghavan,"It will take India 75 yrs to reach a quarter of US per capita income levels, says World Bank report",https://theprint.in/economy/it-will-take-india-75-yrs-to-reach-a-quarter-of-us-per-capita-income-levels-says-world-bank-report/2206107/,Neutral,0.906394064
The Print,03-08-2024,Snehesh Alex Philip,"Assam Rifles to be deployed in Jammu’s Machedi to beef up security grid, jungle warfare the focus",https://theprint.in/defence/assam-rifles-to-be-deployed-in-jammus-machedi-to-beef-up-security-grid-jungle-warfare-the-focus/2206241/,Neutral,0.972306371
The Print,03-08-2024,Soumya Pillai,"‘Gaganyatri’ Shubhanshu Shukla to fly to ISS on Axiom-4 mission, colleague Prasanth Nair to be backup",https://theprint.in/science/gaganyatri-shubhanshu-shukla-to-fly-to-iss-on-axiom-4-mission-colleague-prasanth-nair-to-be-backup/2205776/,Neutral,0.925005853
The Print,03-08-2024,Keshav Padmanabhan,Sri Lankan Supreme Court suspends controversial e-visa scheme run by consortium including Indian firm,https://theprint.in/world/sri-lankan-supreme-court-suspends-controversial-e-visa-scheme-run-by-consortium-including-indian-firm/2206459/,Negative,0.587639034
Altnews,03-08-2024,Indradeep Bhattacharyya,Train accidents: The desperate search for a sabotage theory ends in YouTuber Gulzar Sheikh,https://www.altnews.in/train-accidents-the-desperate-search-for-a-sabotage-theory-ends-in-youtuber-gulzar-sheikh/,Negative,0.636858761
Maktoobmedia,03-08-2024,Maktoob Staff,"Over 2.16 lakh Indians renounced citizenship in 2023, Union govt tells Parliament",https://maktoobmedia.com/india/over-2-16-lakh-indians-renounced-citizenship-in-2023-union-govt-tells-parliament/,Neutral,0.573779523
Maktoobmedia,03-08-2024,Meher Ali,Indian companies arming Israel’s genocidal military establishments,https://maktoobmedia.com/gaza-genocide/indian-companies-arming-israels-genocidal-military-establishments/,Negative,0.971315145
Maktoobmedia,03-08-2024,Maktoob Staff,"Wayanad landslide: rescue operations enter 5th day, death toll rises to 340",https://maktoobmedia.com/india/wayanad-landslide-rescue-operations-enter-5th-day-death-toll-rises-to-340/,Negative,0.806557
Maktoobmedia,03-08-2024,Maktoob Staff,“Not a single piece of evidence…”: Delhi court acquits six Muslim survivors in 2020 pogrom case,https://maktoobmedia.com/india/not-a-single-piece-of-evidence-delhi-court-acquits-six-muslim-survivors-in-2020-pogrom-case/,Negative,0.766546547
Maktoobmedia,03-08-2024,Maktoob Staff,Hamas chief Ismail Haniyeh killed by projectile in Tehran: eyewitness,https://maktoobmedia.com/world/hamas-chief-ismail-haniyeh-killed-by-projectile-in-tehran-eyewitness/,Negative,0.876107156
The News Minute,03-08-2024,Haritha John,Missing and dead children in Wayanad landslides take a heavy toll on families,https://www.thenewsminute.com/kerala/missing-and-dead-children-in-wayanad-landslides-take-a-heavy-toll-on-families,Negative,0.973559141
The News Minute,03-08-2024,Ajay U K,Wayanad landslides: All you need to know about how the Bailey bridge was built,https://www.thenewsminute.com/kerala/wayanad-landslides-all-you-need-to-know-about-how-the-bailey-bridge-was-built,Neutral,0.977484524
The News Minute,03-08-2024,Rahul Sonpimple,Satisfying the collective conscience of Hindu upper caste in the name of sub-classification of SC reservation,https://www.thenewsminute.com/news/satisfying-the-collective-conscience-of-hindu-upper-caste-in-the-name-of-sub-classification-of-sc-reservation,Neutral,0.85970062
The News Minute,03-08-2024,TNM Staff,Pathanamthitta man donates land to people who lost their families in Wayanad landslide,https://www.thenewsminute.com/kerala/pathanamthitta-man-donates-land-to-people-who-lost-their-families-in-wayanad-landslide,Neutral,0.916772842
The News Minute,03-08-2024,TNM Staff,"Wayanad landslide: Rescue volunteers get stranded in Suchipara forest, rescued",https://www.thenewsminute.com/kerala/wayanad-landslide-rescue-volunteers-get-stranded-in-suchipara-forest-rescued,Neutral,0.935578465
The News Minute,03-08-2024,TNM Staff,"Karnataka to build 100 houses for Wayanad landslide survivors, CM Siddaramaiah",https://www.thenewsminute.com/karnataka/karnataka-to-build-100-houses-for-wayanad-landslide-survivors-cm-siddaramaiah,Neutral,0.884903491
The News Minute,03-08-2024,TNM Staff,"Wayanad: Donning Army uniform, actor Mohanlal visits landslide-hit regions",https://www.thenewsminute.com/kerala/wayanad-donning-army-uniform-actor-mohanlal-visits-landslide-hit-regions,Neutral,0.967857182
The Week,03-08-2024,"By 
					 The Week Correspondent","Rooshad Shroff: 'At Issey Miyake, my boss and I were in the midst of a major clean-up when he tossed a garment at me, telling me to keep it'",https://www.theweek.in/leisure/lifestyle/2024/08/03/issey-miyake-my-boss-and-i-were-in-the-midst-of-a-major-clean-up-when-he-tossed-a-garment-at-me-telling-me-to-keep-it.html,Neutral,0.917880177
The Print,02-08-2024,Mayank Kumar,"Centre repatriates BSF DG, its Western Command chief to parent cadres amid Jammu infiltration surge",https://theprint.in/india/centre-repatriates-bsf-dg-its-western-command-chief-to-parent-cadres-amid-jammu-infiltration-surge/2205482/,Neutral,0.945400536
The Print,02-08-2024,Soumya Pillai,"Scientists identify Ladakh as potential analogue research site to conduct Moon, Mars mission studies",https://theprint.in/science/why-remote-ladakh-was-identified-as-site-for-indias-mars-moon-research-studies/2205135/,Neutral,0.898204863
The Print,02-08-2024,Nootan Sharma,"4 coaching centres announce aid to families of deceased UPSC aspirants, offer to take in Rau’s students",https://theprint.in/india/4-coaching-centres-announce-aid-to-families-of-deceased-upsc-aspirants-offer-to-take-in-raus-students/2205181/,Neutral,0.731341064
The Print,02-08-2024,Sreyashi Dey,"BJP in a bind in Bengal as MPs, MLA renew call for bifurcation & TMC slams ‘anti-Bengal politics’",https://theprint.in/politics/bjp-in-a-bind-in-bengal-as-mps-mla-renew-call-for-bifurcation-tmc-slams-anti-bengal-politics/2204519/,Neutral,0.496341974
The Print,02-08-2024,Purva Chitnis,Tense silence at TISS Mumbai as admin serves nearly dozen PhD students notice to vacate hostel,https://theprint.in/india/education/tense-silence-at-tiss-mumbai-as-admin-serves-nearly-dozen-students-notice-to-vacate-hostel-mid-phd/2204925/,Neutral,0.947821319
The Print,02-08-2024,Soumya Pillai,"Centre to notify 56,800 sq km of Western Ghats, including Wayanad, as eco-sensitive area",https://theprint.in/india/governance/centre-notifies-56800-sq-km-of-western-ghats-including-landslide-hit-wayanad-as-eco-sensitive-area/2205204/,Neutral,0.965617597
The Print,02-08-2024,Aneesa PA,"Homes lost in sea of mud, Wayanad survivors recall horror, neighbours saying ‘nothing will happen’",https://theprint.in/india/homes-lost-in-sea-of-mud-wayanad-survivors-recall-horror-neighbours-saying-nothing-will-happen/2204670/,Negative,0.947081745
The Print,02-08-2024,TCA Sharad Raghavan,"‘Flimsy, contradictory & nonsense’ — why WazirX’s post-hack actions have raised calls for regulation",https://theprint.in/economy/flimsy-contradictory-nonsense-why-wazirxs-post-hack-actions-have-raised-calls-for-regulation/2204095/,Negative,0.944823503
The Print,02-08-2024,ANI,"Embassy in Israel issues advisory for Indian nationals, says ‘avoid unnecessary travel’",https://theprint.in/world/embassy-in-israel-issues-advisory-asks-indian-nationals-to-avoid-unnecessary-travel-within-country/2205244/,Neutral,0.970561743
The Print,02-08-2024,PTI,High Court transfers Delhi coaching centre deaths case probe to CBI,https://theprint.in/india/hc-transfers-probe-into-delhi-coaching-centre-deaths-to-cbi/2204708/,Neutral,0.841140807
The Print,02-08-2024,PTI,Atishi orders probe into deaths of 14 inmates of Asha Kiran shelter home in Delhi’s Rohini,https://theprint.in/india/atishi-orders-probe-into-deaths-of-14-inmates-of-asha-kiran-shelter-home-in-delhis-rohini/2204427/,Negative,0.517047226
The Print,02-08-2024,ANI,Air India suspends Delhi-Tel Aviv flights till 8 August amid rising tensions in Middle East,https://theprint.in/world/air-india-suspends-flights-to-and-from-tel-aviv-until-august-8-amid-tensions-in-middle-east/2204338/,Negative,0.801563442
The Print,02-08-2024,Gajendra Shekhawat,No better time than these Amrit Kaal years to preserve our cultural traditions—Gajendra Shekhawat,https://theprint.in/opinion/no-better-time-than-these-amrit-kaal-years-to-preserve-our-cultural-traditions-gajendra-shekhawat/2204839/,Positive,0.92520839
The Print,02-08-2024,Yashovardhan Azad,Delhi student drowning deaths show the need for officers like Ashok Khemka—not the current lot,https://theprint.in/opinion/delhi-student-drowning-deaths-show-the-need-for-officers-like-ashok-khemka-not-the-current-lot/2204132/,Negative,0.80532515
The Print,02-08-2024,Monideepa Banerjie,BJP wants to partition Bengal again. It’s a distortion of Syama Prasad Mookerjee’s Hindu Bengal,https://theprint.in/opinion/bjp-wants-to-partition-bengal-again-its-a-distortion-of-syama-prasad-mookerjees-hindu-bengal-2/2204141/,Negative,0.945003152
The Print,02-08-2024,Amana Begam,Increasing Muslim participation in UPSC a complex reality. It’s both encouraging & worrying,https://theprint.in/opinion/increasing-muslim-participation-in-upsc-a-complex-reality-its-both-encouraging-worrying/2204076/,Positive,0.594732821
The Print,02-08-2024,Dilip Mandal,Supreme Court letting states subclassify SCs-STs. I call it ‘Constitution amendment by stealth’,https://theprint.in/opinion/supreme-court-letting-states-subclassify-scs-sts-i-call-it-constitution-amendment-by-stealth/2204084/,Negative,0.677032173
The Print,02-08-2024,Swasti Rao,"Tarang Shakti will be good for UP and Tamil Nadu defence corridors, bring European investment",https://theprint.in/opinion/tarang-shakti-will-be-good-for-up-and-tamil-nadu-defence-corridors-bring-european-investment/2204012/,Positive,0.930792809
The Print,02-08-2024,Seshadri Chari,Don’t whip up feelings of anti-migration among Kannadigas. You’ll pay with economic stagnation,https://theprint.in/opinion/dont-whip-up-feelings-of-anti-migration-among-kannadigas-youll-pay-with-economic-stagnation/2203661/,Negative,0.904335618
The Print,02-08-2024,Antara Baruah,"New book investigates Bhima Koregaon—‘riots are manufactured, not spontaneous’",https://theprint.in/feature/around-town/new-book-investigates-bhima-koregaon-riots-are-manufactured-not-spontaneous/2204129/,Negative,0.759306669
The Print,02-08-2024,Sharan Poovanna,‘Failed to apply his mind’ — Congress attacks Karnataka governor over show cause notice issued to CM,https://theprint.in/politics/failed-to-apply-his-mind-congress-attacks-karnataka-governor-over-show-cause-notice-issued-to-cm/2203888/,Negative,0.958731711
The Print,02-08-2024,Tina Das,"Pune chaiwala to tea tycoon, Navnath Yewale looked to pro tips from Modi and McDonald’s",https://theprint.in/ground-reports/pune-chaiwala-to-tea-tycoon-navnath-yewale-looked-to-pro-tips-from-modi-and-mcdonalds/2203189/,Neutral,0.936901152
The Print,02-08-2024,Nootan Sharma,Dutee Chand backs Olympic boxer Khelif over gender row. ‘Why such allegations only when we win?’,https://theprint.in/sport/dutee-chand-backs-olympic-boxer-khelif-over-gender-row-why-such-allegations-only-when-we-win/2204878/,Neutral,0.795354307
The Print,02-08-2024,Radhika Pandey,Rising interest but only medium-term targets — why central banks are going slow on digital currencies,https://theprint.in/macrosutra/rising-interest-but-only-medium-term-targets-why-central-banks-are-going-slow-on-digital-currencies/2202648/,Neutral,0.83765769
The Print,02-08-2024,Smruti Deshpande,‘Testimony to changing world’ — EAM Jaishankar says India-US ties thrive despite divergences,https://theprint.in/diplomacy/testimony-to-changing-world-eam-jaishankar-says-india-us-ties-thrive-despite-divergences/2204890/,Positive,0.866646171
The Print,02-08-2024,Sumi Sukanya Dutta,84% breast cancer patients have catastrophic health spend despite reimbursement — Tata Memorial study,https://theprint.in/health/84-breast-cancer-patients-have-catastrophic-health-spend-despite-reimbursement-tata-memorial-study/2202700/,Negative,0.858892739
The Print,02-08-2024,Angellica Aribam,"One of 15 women in India’s Constituent Assembly, Kamala Chaudhri defended the Hindu Code Bill",https://theprint.in/pageturner/excerpt/one-of-15-women-in-indias-constituent-assembly-kamala-chaudhri-defended-the-hindu-code-bill/2202073/,Neutral,0.579975247
The Print,02-08-2024,Apoorva Mandhani,No SC/ST groups will be excluded — how Supreme Court order treads sub-classification minefield,https://theprint.in/theprint-essential/no-sc-st-groups-will-be-excluded-how-supreme-court-order-treads-sub-classification-minefield/2204838/,Neutral,0.955486953
The Print,02-08-2024,ThePrint Team,This House is resolved to drip & why IMD should issue ‘Lafanga alerts’,https://theprint.in/last-laughs/this-house-is-resolved-to-drip-why-imd-should-issue-lafanga-alerts/2204254/,Neutral,0.952342749
The Print,02-08-2024,Sumi Sukanya Dutta,"India recorded 67,637 heat stroke cases, 374 deaths between March and 25 July, govt tells Parliament",https://theprint.in/health/india-recorded-67637-heat-stroke-cases-374-deaths-between-march-and-25-july-govt-tells-parliament/2204772/,Negative,0.826648653
The Print,02-08-2024,Sushil Manav,Haryana chief secy Kaushal retires after 4 months’ leave. Surprise over ‘role model’ officer’s exit,https://theprint.in/india/haryana-chief-secy-kaushal-retires-after-4-months-leave-surprise-over-role-model-officers-exit/2204500/,Neutral,0.792811155
The Print,02-08-2024,By: Kapil Joshi,Book of Meme and POPCAT Move Over As MOONHOP’s 10% Referral Deal Takes the Spotlight!,https://theprint.in/brandstand/adon/book-of-meme-and-popcat-move-over-as-moonhops-10-referral-deal-takes-the-spotlight/2204909/,Neutral,0.941702425
The Print,02-08-2024,Sampurna Panigrahi,"Surjit Bhalla says India’s tax-to-GDP ratio ‘high for a developing country’, sparks debate at seminar",https://theprint.in/economy/surjit-bhalla-says-indias-tax-to-gdp-ratio-high-for-a-developing-country-sparks-debate-at-seminar/2205127/,Neutral,0.743007064
The Print,02-08-2024,Mrinalini Dhyani,"Centre’s GST revenue from coaching centres jumped nearly 150% in 5 years, at Rs 5,500 cr in FY24",https://theprint.in/economy/centres-gst-revenue-from-coaching-centres-jumped-nearly-150-in-5-years-at-rs-5500-cr-in-fy24/2204201/,Positive,0.810058296
The Print,02-08-2024,Risha Chitlangia,Centre struggling to implement tribal scheme launched in 2021 but announced new one in Budget,https://theprint.in/india/centre-struggling-to-implement-tribal-scheme-launched-in-2021-but-announced-new-one-in-budget/2204475/,Neutral,0.629861474
The Print,02-08-2024,Sharan Poovanna,"How Karnataka’s new cyber security policy aims to contain growing menace of online frauds, crimes",https://theprint.in/india/governance/how-karnatakas-new-cyber-security-policy-aims-to-contain-growing-menace-of-online-frauds-crimes/2204277/,Neutral,0.710929871
The Print,02-08-2024,Zenaira Bakhsh,Why India can’t be too optimistic about realising its economic goals & story of a once-loyal RSS man,https://theprint.in/global-pulse/why-india-cant-be-too-optimistic-about-realising-its-economic-goals-story-of-a-once-loyal-rss-man/2204844/,Negative,0.801937759
The Print,02-08-2024,Debdutta Chakraborty,"US journalist report says Pakistan Army running online campaign against judges, activists",https://theprint.in/go-to-pakistan/us-journalist-report-says-pakistan-army-running-online-campaign-against-judges-activists/2204773/,Neutral,0.973252356
The Print,02-08-2024,Keshav Padmanabhan,"Trump escalates race attack on Kamala Harris, shares photo of her in sari in fresh potshot",https://theprint.in/world/trump-escalates-race-attack-on-kamala-harris-shares-photo-of-her-in-sari-in-fresh-potshot/2204344/,Negative,0.568063438
The Print,02-08-2024,Reuters,Apple pins hopes on AI for iPhone upgrades as China sales falter,https://theprint.in/tech/apple-pins-hopes-on-ai-for-iphone-upgrades-as-china-sales-falter/2203840/,Negative,0.688514531
Altnews,02-08-2024,Shinjinee Majumder,Wayanad landslide: Old photos of RSS workers falsely viral as ongoing rescue ops in Kerala,https://www.altnews.in/wayanad-landslide-old-photos-of-rss-workers-falsely-viral-as-ongoing-rescue-ops-in-kerala/,Negative,0.58000952
Sabrangindia,02-08-2024,CJP Team,12-year legal battle for identity: Rahim Ali’s posthumous victory in Assam’s citizenship tribunal,https://sabrangindia.in/12-year-legal-battle-for-identity-rahim-alis-posthumous-victory-in-assams-citizenship-tribunal/,Neutral,0.955069661
Sabrangindia,02-08-2024,sabrangindia,"70 migrant families evicted in Bengaluru, homes demolished, accused of being “illegal immigrants” from Bangladesh even after valid documents",https://sabrangindia.in/70-migrant-families-evicted-in-bengaluru-homes-demolished-accused-of-being-illegal-immigrants-from-bangladesh-even-after-valid-documents/,Negative,0.965575397
Sabrangindia,02-08-2024,sabrangindia -,Labour,https://sabrangindia.in/category/labour/,Neutral,0.896465123
Sabrangindia,02-08-2024,sabrangindia -,Rights,https://sabrangindia.in/category/rights/,Neutral,0.910967231
Maktoobmedia,02-08-2024,Maktoob Staff,Congress moves privilege motion against Home Minister Amit Shah over Wayanad landslide claims,https://maktoobmedia.com/india/congress-moves-privilege-motion-against-home-minister-amit-shah-over-wayanad-landslide-claims/,Neutral,0.85268122
Maktoobmedia,02-08-2024,Maktoob Staff,Supreme Court rejects SIT probe into electoral bonds scheme,https://maktoobmedia.com/india/supreme-court-rejects-sit-probe-into-electoral-bonds-scheme/,Neutral,0.862572193
Maktoobmedia,02-08-2024,Maktoob Staff,"Supreme Court’s verdict on sub-classifying SCs, STs receives mixed reaction",https://maktoobmedia.com/india/supreme-courts-verdict-on-sub-classifying-scs-sts-receives-mixed-reaction/,Neutral,0.696019471
Maktoobmedia,02-08-2024,Maktoob Staff,Kerala govt’s gag order to restrict science institutions from discussing Wayanad landslide withdrawn after criticism,https://maktoobmedia.com/india/kerala-govts-gag-order-to-restrict-science-institutions-from-discussing-wayanad-landslide-withdrawn-after-criticism/,Negative,0.757917047
Maktoobmedia,02-08-2024,Maktoob Staff,"Turkey, Pakistan declare national day of mourning after Ismail Haniyeh killing",https://maktoobmedia.com/world/turkey-pakistan-declare-national-day-of-mourning-after-ismail-haniyeh-killing/,Negative,0.838397264
The News Minute,02-08-2024,Haritha John,"Wayanad landslide: A school engulfed in disaster, more than 20 of its students dead",https://www.thenewsminute.com/kerala/wayanad-landslide-a-school-engulfed-in-disaster-more-than-20-of-its-students-dead,Negative,0.97761631
The News Minute,02-08-2024,Dhanya Rajendran,How the Wayanad landslide happened| Let Me Explain with Dhanya Rajendran,https://www.thenewsminute.com/videos/let-me-explain/how-the-wayanad-landslide-happened-let-me-explain-with-dhanya-rajendran,Neutral,0.973995566
The News Minute,02-08-2024,Haritha John,"A church, mosque and temple ensure Wayanad landslide victims receive last rites with dignity",https://www.thenewsminute.com/kerala/a-church-mosque-and-temple-ensure-wayanad-landslide-victims-receive-last-rites-with-dignity-2,Neutral,0.921141386
The News Minute,02-08-2024,Korah Abraham,Wayanad landslide: Parents of missing 3-year-old cling to hope as they wait outside mortuary,https://www.thenewsminute.com/kerala/wayanad-landslide-parents-of-missing-3-year-old-cling-to-hope-as-they-wait-outside-mortuary,Neutral,0.879761338
The News Minute,02-08-2024,Haritha Manav,Wayanad landslide: Maya & Murphy from Kerala police dog squad help locate dead bodies,https://www.thenewsminute.com/kerala/wayanad-landslide-maya-murphy-from-kerala-police-dog-squad-help-locate-dead-bodies,Neutral,0.897706926
